Year,SMW,temperature_2m_mean (°C),dew_point_2m_max (°C),relative_humidity_2m_max (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_speed_10m_mean (km/h),vapour_pressure_deficit_max (kPa),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_28_to_100cm_mean (m³/m³),soil_temperature_0_to_100cm_mean (°C),soil_temperature_0_to_7cm_mean (°C),soil_temperature_28_to_100cm_mean (°C),soil_temperature_7_to_28cm_mean (°C),soil_moisture_7_to_28cm_mean (m³/m³)
2015,48,26.657142857142855,20.442857142857143,74.42857142857143,62.42857142857143,50.857142857142854,1011.4571428571428,1013.3714285714286,1009.3142857142857,10.87142857142857,1.9428571428571428,0.21857142857142858,0.1417142857142857,0.24028571428571427,29.271428571428572,28.728571428571428,29.4,28.97142857142857,0.16871428571428573
2015,49,25.87142857142857,19.185714285714283,68.0,57.42857142857143,48.42857142857143,1012.5142857142857,1014.7142857142857,1010.3285714285714,12.37142857142857,2.0742857142857143,0.2107142857142857,0.12685714285714286,0.23157142857142857,28.74285714285714,27.957142857142856,29.0,28.25714285714286,0.166
2015,50,24.271428571428572,16.97142857142857,70.85714285714286,57.57142857142857,41.857142857142854,1011.7857142857143,1014.0142857142857,1009.7571428571429,11.171428571428573,2.157142857142857,0.20457142857142857,0.125,0.224,28.071428571428573,26.542857142857144,28.47142857142857,27.228571428571428,0.16357142857142856
2015,51,22.900000000000002,13.457142857142857,59.57142857142857,48.857142857142854,37.57142857142857,1012.9857142857143,1015.2142857142857,1010.8571428571429,16.65714285714286,2.237142857142857,0.19957142857142857,0.125,0.21742857142857144,26.985714285714288,24.985714285714288,27.557142857142857,25.714285714285715,0.1622857142857143
2015,52,21.62857142857143,11.700000000000001,58.857142857142854,48.57142857142857,35.42857142857143,1016.7857142857143,1019.157142857143,1014.6999999999999,15.842857142857143,2.1371428571428575,0.19542857142857145,0.125,0.21214285714285713,26.071428571428573,23.82857142857143,26.7,24.614285714285717,0.16114285714285717
2015,53,23.914285714285715,17.242857142857144,74.71428571428571,59.857142857142854,46.57142857142857,1015.8714285714286,1018.5285714285714,1013.7285714285715,10.757142857142856,1.99,0.19157142857142856,0.125,0.207,26.32857142857143,25.914285714285715,26.457142857142856,25.985714285714288,0.16014285714285714
2016,1,23.428571428571427,16.45714285714286,71.57142857142857,59.57142857142857,48.0,1014.8571428571429,1017.5285714285714,1012.5857142857143,11.37142857142857,1.8157142857142858,0.18857142857142858,0.125,0.20285714285714285,26.52857142857143,25.8,26.74285714285714,26.099999999999998,0.15971428571428573
2016,2,22.414285714285715,16.571428571428573,76.85714285714286,63.285714285714285,51.42857142857143,1012.0285714285714,1014.6714285714286,1009.9571428571428,10.671428571428573,1.5657142857142858,0.18571428571428572,0.125,0.1992857142857143,26.24285714285714,24.942857142857143,26.585714285714285,25.442857142857143,0.159
2016,3,21.642857142857142,12.685714285714285,63.57142857142857,50.42857142857143,38.714285714285715,1014.2714285714285,1016.7571428571429,1011.9857142857143,13.428571428571429,1.9757142857142858,0.18328571428571427,0.125,0.196,25.614285714285717,24.02857142857143,26.071428571428573,24.571428571428573,0.159
2016,4,22.342857142857145,16.942857142857143,85.42857142857143,66.14285714285714,51.714285714285715,1013.7714285714285,1016.2428571428571,1011.6714285714286,9.585714285714285,1.6057142857142856,0.181,0.125,0.19285714285714287,25.414285714285715,24.557142857142857,25.685714285714287,24.74285714285714,0.15857142857142859
2016,5,22.82857142857143,16.814285714285713,80.0,60.142857142857146,46.42857142857143,1013.0285714285714,1015.6,1010.8142857142857,11.5,1.8171428571428572,0.1787142857142857,0.125,0.18985714285714286,25.928571428571427,25.62857142857143,26.0,25.785714285714285,0.158
2016,6,22.342857142857145,16.657142857142855,83.0,61.857142857142854,44.714285714285715,1012.1285714285714,1014.6285714285714,1010.1714285714286,10.6,1.8185714285714287,0.17671428571428568,0.125,0.187,25.957142857142856,25.414285714285715,26.1,25.571428571428573,0.158
2016,7,24.5,19.0,82.71428571428571,65.57142857142857,53.142857142857146,1012.8571428571429,1015.3000000000001,1010.8000000000001,10.528571428571428,1.6614285714285715,0.17485714285714285,0.12528571428571428,0.18457142857142858,26.62857142857143,27.571428571428573,26.400000000000002,27.071428571428573,0.158
2016,8,25.442857142857143,18.442857142857143,74.71428571428571,56.714285714285715,43.714285714285715,1012.0285714285714,1014.6142857142858,1009.8714285714285,11.771428571428572,2.1928571428571426,0.173,0.125,0.182,27.385714285714283,28.385714285714283,27.12857142857143,27.928571428571427,0.15728571428571428
2016,9,26.17142857142857,21.37142857142857,89.42857142857143,69.0,52.857142857142854,1011.657142857143,1014.342857142857,1009.3142857142857,9.071428571428571,1.9242857142857144,0.171,0.12842857142857142,0.17928571428571427,28.3,29.685714285714287,27.900000000000002,29.2,0.157
2016,10,26.428571428571427,20.228571428571428,80.28571428571429,59.857142857142854,46.714285714285715,1010.6142857142858,1013.1999999999999,1008.6285714285714,11.928571428571429,2.182857142857143,0.16914285714285718,0.12528571428571428,0.17671428571428568,28.74285714285714,29.8,28.442857142857143,29.414285714285715,0.157
2016,11,26.914285714285715,21.685714285714287,85.0,64.42857142857143,48.42857142857143,1010.6,1013.4,1008.4,9.714285714285714,2.2014285714285715,0.16757142857142857,0.125,0.17471428571428568,29.285714285714285,30.928571428571427,28.842857142857145,30.228571428571428,0.15614285714285714
2016,12,28.485714285714288,21.0,83.0,54.57142857142857,38.285714285714285,1009.7714285714285,1012.3000000000001,1007.4571428571428,10.457142857142857,2.9757142857142855,0.16557142857142856,0.125,0.1722857142857143,30.042857142857144,31.785714285714285,29.52857142857143,31.17142857142857,0.156
2016,13,27.657142857142855,22.599999999999998,88.85714285714286,67.28571428571429,47.0,1009.8714285714286,1012.0714285714286,1007.6142857142858,9.757142857142856,2.4442857142857144,0.16442857142857142,0.125,0.17042857142857143,30.514285714285712,32.01428571428571,30.071428571428573,31.52857142857143,0.15542857142857144
2016,14,28.585714285714285,23.014285714285712,80.57142857142857,61.42857142857143,44.285714285714285,1009.1142857142858,1011.4714285714286,1006.842857142857,11.4,2.59,0.16271428571428573,0.125,0.16871428571428573,30.985714285714288,32.72857142857143,30.47142857142857,32.042857142857144,0.155
2016,15,29.271428571428572,23.599999999999998,78.85714285714286,62.857142857142854,47.57142857142857,1007.4285714285714,1009.8571428571429,1005.3000000000001,12.957142857142857,2.552857142857143,0.16157142857142856,0.12428571428571429,0.16742857142857145,31.642857142857142,33.65714285714286,31.071428571428573,33.028571428571425,0.15457142857142858
2016,16,28.985714285714288,23.8,82.57142857142857,66.57142857142857,49.285714285714285,1007.1,1009.4428571428572,1005.157142857143,15.142857142857142,2.3542857142857145,0.161,0.12457142857142857,0.16628571428571431,31.97142857142857,33.42857142857143,31.514285714285712,32.98571428571429,0.154
2016,17,29.785714285714285,24.385714285714283,81.0,65.71428571428571,49.142857142857146,1006.8571428571429,1008.9571428571428,1004.9571428571428,14.185714285714287,2.492857142857143,0.16042857142857142,0.12471428571428571,0.16542857142857145,32.18571428571429,33.971428571428575,31.7,33.285714285714285,0.154
2016,18,29.599999999999998,25.342857142857145,84.42857142857143,72.0,56.142857142857146,1006.8285714285714,1009.0142857142857,1004.7428571428571,15.314285714285715,2.1157142857142857,0.16,0.125,0.165,32.5,33.98571428571429,32.028571428571425,33.5,0.153
2016,19,30.271428571428572,26.2,86.14285714285714,74.0,57.714285714285715,1006.0714285714286,1008.5,1003.7428571428571,16.142857142857142,2.1557142857142857,0.15928571428571428,0.12485714285714286,0.1642857142857143,32.81428571428571,34.7,32.31428571428571,33.98571428571429,0.153
2016,20,30.714285714285715,26.442857142857143,84.71428571428571,72.57142857142857,57.0,1002.0428571428572,1004.1285714285714,999.7857142857143,21.414285714285715,2.217142857142857,0.159,0.12442857142857143,0.164,33.41428571428572,35.042857142857144,32.885714285714286,34.614285714285714,0.1524285714285714
2016,21,30.428571428571427,26.271428571428572,84.85714285714286,75.42857142857143,63.57142857142857,1005.4142857142857,1007.3857142857142,1003.6999999999999,26.442857142857143,1.7914285714285714,0.159,0.12871428571428573,0.164,33.08571428571429,34.01428571428571,32.82857142857143,33.714285714285715,0.152
2016,22,30.7,25.82857142857143,81.28571428571429,71.57142857142857,58.0,1004.9571428571428,1007.2857142857143,1002.7571428571429,19.728571428571428,2.1214285714285714,0.1582857142857143,0.12585714285714286,0.16328571428571428,33.41428571428572,35.142857142857146,32.957142857142856,34.48571428571429,0.152
2016,23,30.571428571428573,26.17142857142857,82.42857142857143,74.0,61.57142857142857,1003.4857142857143,1005.4285714285714,1001.4285714285714,24.82857142857143,1.9157142857142857,0.158,0.125,0.163,33.628571428571426,34.628571428571426,33.285714285714285,34.4,0.15128571428571427
2016,24,29.885714285714283,25.842857142857145,83.85714285714286,74.71428571428571,62.714285714285715,1002.6857142857143,1004.5857142857143,1000.7571428571429,24.900000000000002,1.7671428571428571,0.15814285714285714,0.13071428571428573,0.163,33.128571428571426,33.22857142857143,33.042857142857144,33.285714285714285,0.151
2016,25,28.728571428571428,25.357142857142858,88.0,79.14285714285714,69.85714285714286,1001.7428571428571,1003.2857142857143,999.5142857142857,19.885714285714283,1.3542857142857143,0.16714285714285712,0.23600000000000002,0.163,32.08571428571428,30.885714285714283,32.4,31.414285714285715,0.1591428571428571
