Year,SMW,temperature_2m_mean (°C),dew_point_2m_max (°C),relative_humidity_2m_max (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_speed_10m_mean (km/h),vapour_pressure_deficit_max (kPa),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_28_to_100cm_mean (m³/m³),soil_temperature_0_to_100cm_mean (°C),soil_temperature_0_to_7cm_mean (°C),soil_temperature_28_to_100cm_mean (°C),soil_temperature_7_to_28cm_mean (°C),soil_moisture_7_to_28cm_mean (m³/m³)
2015,6,23.633333333333336,15.433333333333332,77.33333333333333,54.333333333333336,37.333333333333336,1012.5666666666666,1014.9,1010.5333333333333,11.0,2.4633333333333334,0.293,0.249,0.3013333333333333,26.366666666666664,26.46666666666667,26.3,26.666666666666668,0.278
2015,7,24.12857142857143,15.428571428571429,74.42857142857143,53.714285714285715,37.0,1012.157142857143,1014.7857142857143,1010.1142857142858,11.742857142857144,2.6114285714285717,0.2918571428571428,0.24942857142857142,0.2998571428571428,26.685714285714287,26.914285714285715,26.642857142857142,26.8,0.278
2015,8,25.271428571428572,18.228571428571428,86.71428571428571,60.285714285714285,35.57142857142857,1011.157142857143,1013.9,1009.1,8.685714285714285,2.954285714285714,0.2904285714285714,0.24899999999999997,0.2978571428571429,27.157142857142855,28.0,26.97142857142857,27.514285714285712,0.278
2015,9,23.97142857142857,18.67142857142857,89.28571428571429,60.714285714285715,37.285714285714285,1009.2285714285715,1011.6285714285714,1007.1714285714286,13.328571428571427,2.557142857142857,0.28985714285714287,0.26585714285714285,0.29557142857142854,27.62857142857143,27.32857142857143,27.614285714285717,27.75714285714286,0.27814285714285714
2015,10,23.485714285714288,15.971428571428572,82.42857142857143,57.0,37.0,1012.6,1015.0142857142857,1010.2142857142857,10.4,2.4657142857142853,0.29457142857142854,0.3272857142857143,0.2948571428571429,26.585714285714285,25.771428571428572,26.900000000000002,25.82857142857143,0.2831428571428571
2015,11,26.842857142857145,17.67142857142857,76.28571428571429,51.857142857142854,35.714285714285715,1012.4571428571428,1015.0285714285714,1009.9285714285714,12.942857142857141,3.06,0.2887142857142857,0.26642857142857146,0.29328571428571426,27.8,29.428571428571427,27.357142857142858,28.8,0.28071428571428575
2015,12,27.914285714285715,16.45714285714286,65.42857142857143,42.857142857142854,28.428571428571427,1011.657142857143,1014.4142857142857,1009.3142857142857,12.7,3.6785714285714284,0.2862857142857143,0.25285714285714284,0.29128571428571426,28.657142857142855,30.557142857142857,28.157142857142855,29.7,0.2792857142857143
2015,13,29.52857142857143,22.157142857142855,86.28571428571429,59.42857142857143,37.42857142857143,1008.9714285714286,1011.3714285714286,1006.7142857142857,11.285714285714286,3.5485714285714285,0.2844285714285714,0.24899999999999997,0.2894285714285714,30.24285714285714,32.77142857142857,29.5,31.985714285714288,0.279
2015,14,27.785714285714285,22.057142857142857,86.28571428571429,62.142857142857146,37.714285714285715,1007.4142857142857,1009.9285714285714,1005.3571428571429,13.785714285714286,3.0542857142857143,0.28328571428571425,0.24828571428571428,0.28814285714285715,30.67142857142857,31.985714285714288,30.285714285714285,31.657142857142855,0.2785714285714286
2015,15,27.342857142857145,23.400000000000002,92.85714285714286,73.85714285714286,50.0,1008.2285714285715,1010.4285714285714,1005.842857142857,15.485714285714286,2.3528571428571428,0.28214285714285714,0.24899999999999997,0.287,30.599999999999998,31.5,30.32857142857143,31.214285714285715,0.278
2015,16,29.314285714285713,23.52857142857143,89.0,64.71428571428571,41.42857142857143,1008.3285714285714,1010.9285714285714,1005.8000000000001,10.314285714285715,3.1485714285714286,0.28414285714285714,0.2757142857142857,0.2864285714285714,30.985714285714288,32.84285714285714,30.47142857142857,32.1,0.278
2015,17,29.75714285714286,24.52857142857143,89.71428571428571,66.14285714285714,40.714285714285715,1007.1285714285714,1009.6,1005.0857142857143,15.957142857142856,3.248571428571428,0.2815714285714286,0.254,0.28528571428571425,31.785714285714285,33.528571428571425,31.24285714285714,33.042857142857144,0.278
2015,18,29.87142857142857,25.099999999999998,89.85714285714286,69.42857142857143,43.0,1007.1285714285714,1009.4714285714286,1005.157142857143,17.9,3.1128571428571425,0.28085714285714286,0.2492857142857143,0.2848571428571428,32.042857142857144,33.74285714285714,31.52857142857143,33.114285714285714,0.278
2015,19,31.271428571428572,24.557142857142857,88.85714285714286,57.857142857142854,31.857142857142858,1005.7142857142857,1008.0428571428572,1003.5571428571428,10.728571428571428,4.0842857142857145,0.28,0.24814285714285716,0.28385714285714286,32.81428571428571,35.214285714285715,32.17142857142857,34.371428571428574,0.278
2015,20,31.3,25.75714285714286,86.71428571428571,65.42857142857143,42.42857142857143,1005.1142857142858,1007.4857142857143,1002.657142857143,13.985714285714286,3.391428571428572,0.27942857142857147,0.248,0.283,33.44285714285714,35.6,32.785714285714285,34.857142857142854,0.27742857142857147
2015,21,30.75714285714286,25.985714285714288,84.14285714285714,70.0,48.714285714285715,1005.1857142857143,1007.1857142857143,1003.1,22.557142857142857,2.8057142857142856,0.279,0.24814285714285716,0.283,33.6,34.857142857142854,33.18571428571429,34.57142857142857,0.277
2015,22,30.685714285714287,25.928571428571427,84.85714285714286,71.14285714285714,51.142857142857146,1005.1857142857143,1007.4,1003.2714285714285,21.52857142857143,2.6271428571428572,0.279,0.24899999999999997,0.28257142857142853,33.42857142857143,34.68571428571429,33.07142857142857,34.214285714285715,0.277
